type	journal	pubmed
Journal Article	BMJ open	29203504
Journal Article	BMJ open	29203503
Journal Article	BMJ open	29203502
Journal Article	BMJ open	29203501
c("Journal Article", "Review")	BMJ (Clinical research ed.)	29203467
Journal Article	The Lancet. Neurology	29203154
Journal Article	The Lancet. Neurology	29203153
Journal Article	Lancet (London, England)	29203071
Journal Article	Lancet (London, England)	29203070
Journal Article	The lancet. Diabetes &amp; endocrinology	29199116
Journal Article	The lancet. Diabetes &amp; endocrinology	29199115
Journal Article	The lancet. Diabetes &amp; endocrinology	29199114
Journal Article	The lancet. Diabetes &amp; endocrinology	29199113
Journal Article	The lancet. HIV	29199100
Journal Article	The lancet. HIV	29199099
Journal Article	The Lancet. Neurology	29198966
Journal Article	The Lancet. Neurology	29198965
Journal Article	The Lancet. Infectious diseases	29198912
Journal Article	The Lancet. Infectious diseases	29198911
Journal Article	The Lancet. Infectious diseases	29198910
Journal Article	The Lancet. Infectious diseases	29198909
Journal Article	The Lancet. Infectious diseases	29198740
Journal Article	The Lancet. Infectious diseases	29198739
c("Journal Article", "Review")	Lancet (London, England)	29198562
Journal Article	Lancet (London, England)	29198558
Journal Article	The Lancet. Oncology	29198474
Journal Article	The Lancet. Oncology	29198473
Journal Article	The Lancet. Oncology	29198472
Journal Article	BMJ open	29197834
Journal Article	BMJ open	29197833
Journal Article	BMJ open	29196487
Journal Article	BMJ open	29196486
Journal Article	BMJ open	29196485
Journal Article	BMJ open	29196484
Journal Article	BMJ open	29196483
Journal Article	BMJ open	29196482
Journal Article	BMJ open	29196481
Journal Article	BMJ open	29196480
Journal Article	BMJ open	29196479
Journal Article	BMJ open	29196478
Journal Article	BMJ open	29196477
Journal Article	BMJ open	29196476
Journal Article	The lancet. Psychiatry	29196063
Journal Article	The lancet. Psychiatry	29196062
Journal Article	The Lancet. Respiratory medicine	29196047
Journal Article	The Lancet. Respiratory medicine	29196046
Journal Article	The Lancet. Respiratory medicine	29196045
Journal Article	The lancet. Diabetes &amp; endocrinology	29195905
Journal Article	The lancet. Diabetes &amp; endocrinology	29195904
Journal Article	Lancet (London, England)	29195688
Journal Article	The Lancet. Haematology	29195602
Journal Article	The Lancet. Haematology	29195601
Journal Article	The Lancet. Haematology	29195600
Journal Article	The Lancet. Haematology	29195599
Journal Article	JAMA	29192316
Journal Article	BMJ (Clinical research ed.)	29192092
Journal Article	BMJ (Clinical research ed.)	29192020
Journal Article	BMJ (Clinical research ed.)	29192001
Journal Article	BMJ (Clinical research ed.)	29191943
Journal Article	BMJ (Clinical research ed.)	29191933
Journal Article	BMJ (Clinical research ed.)	29191930
Journal Article	BMJ (Clinical research ed.)	29191853
Journal Article	BMJ (Clinical research ed.)	29191846
Journal Article	The Lancet. Infectious diseases	29191628
Journal Article	The Lancet. Infectious diseases	29191627
Journal Article	The lancet. HIV	29191441
Journal Article	The lancet. HIV	29191440
Journal Article	The Lancet. Global health	29191434
Journal Article	The Lancet. Global health	29191433
Journal Article	Lancet (London, England)	29191373
Journal Article	BMJ open	29187418
Journal Article	BMJ open	29187417
Journal Article	BMJ open	29187416
Journal Article	BMJ open	29187415
Journal Article	BMJ open	29187414
Journal Article	BMJ open	29187413
Journal Article	BMJ open	29187412
Journal Article	BMJ open	29187411
Journal Article	BMJ open	29187410
Journal Article	BMJ open	29187409
Journal Article	BMJ open	29187408
c("Journal Article", "Meta-Analysis")	BMJ (Clinical research ed.)	29187358
Journal Article	BMJ (Clinical research ed.)	29187352
Journal Article	Environmental health perspectives	29187322
Journal Article	The New England journal of medicine	29185857
Journal Article	Lancet (London, England)	29185429
Journal Article	Lancet (London, England)	29185428
Journal Article	Lancet (London, England)	29185427
Journal Article	Lancet (London, England)	29185426
Journal Article	Lancet (London, England)	29185425
Journal Article	The Lancet. Respiratory medicine	29185420
c("Journal Article", "Meta-Analysis", "Review")	BMJ (Clinical research ed.)	29183961
Journal Article	BMJ open	29183931
Journal Article	BMJ open	29183930
Journal Article	BMJ open	29183929
Journal Article	BMJ open	29183928
Journal Article	BMJ open	29183927
Journal Article	BMJ open	29183926
Journal Article	BMJ open	29183925
Journal Article	BMJ open	29183924
Journal Article	BMJ (Clinical research ed.)	29183911
Journal Article	JAMA	29183085
Journal Article	JAMA	29183084
c("Journal Article", "Review")	JAMA	29183082
Journal Article	JAMA	29183081
Journal Article	JAMA	29183079
Journal Article	JAMA	29183077
Journal Article	JAMA	29183076
Journal Article	JAMA	29183075
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	JAMA	29183074
Journal Article	JAMA	29183073
Journal Article	JAMA	29183072
Journal Article	JAMA	29183071
Journal Article	JAMA	29183070
Journal Article	JAMA	29183069
Journal Article	JAMA	29183059
Journal Article	JAMA	29183056
Journal Article	JAMA	29183055
Journal Article	JAMA	29183054
Journal Article	JAMA	29183053
Journal Article	BMJ open	29180594
Journal Article	BMJ open	29180593
Journal Article	BMJ open	29180592
Journal Article	BMJ open	29180591
Journal Article	BMJ (Clinical research ed.)	29180584
c("Journal Article", "Review")	Lancet (London, England)	29179954
Journal Article	The lancet. Psychiatry	29179938
Journal Article	The lancet. Psychiatry	29179937
Journal Article	The lancet. Psychiatry	29179936
Journal Article	The lancet. Psychiatry	29179935
Journal Article	The lancet. Psychiatry	29179934
Journal Article	The lancet. Psychiatry	29179933
Journal Article	The lancet. Psychiatry	29179932
Journal Article	The lancet. Psychiatry	29179923
Journal Article	The lancet. Psychiatry	29179922
Journal Article	BMJ (Clinical research ed.)	29175950
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	BMJ (Clinical research ed.)	29175902
Journal Article	BMJ open	29175892
Journal Article	BMJ open	29175891
Journal Article	BMJ open	29175890
Journal Article	BMJ open	29175889
Journal Article	BMJ open	29175888
Journal Article	BMJ open	29175887
Journal Article	BMJ open	29175886
Journal Article	BMJ open	29175885
Journal Article	BMJ open	29175884
Journal Article	BMJ open	29175883
Journal Article	BMJ (Clinical research ed.)	29175830
Journal Article	The lancet. Psychiatry	29175276
Journal Article	The lancet. Psychiatry	29175275
Journal Article	The Lancet. Oncology	29175151
Journal Article	The Lancet. Oncology	29175150
Journal Article	The Lancet. Oncology	29175149
Journal Article	The Lancet. Oncology	29175148
Journal Article	The Lancet. Oncology	29175147
Journal Article	The Lancet. Oncology	29175146
c("Journal Article", "Review")	The Lancet. Neurology	29174963
Journal Article	The lancet. Psychiatry	29174860
Journal Article	The lancet. HIV	29174612
Journal Article	The lancet. HIV	29174611
Journal Article	Lancet (London, England)	29174484
Journal Article	Lancet (London, England)	29174483
Journal Article	The Lancet. Infectious diseases	29174324
Journal Article	The Lancet. Infectious diseases	29174323
Journal Article	The Lancet. Oncology	29174310
Journal Article	The Lancet. Oncology	29174309
Journal Article	Lancet (London, England)	29174292
Journal Article	Lancet (London, England)	29174291
Journal Article	Lancet (London, England)	29174130
Journal Article	Lancet (London, England)	29174128
Journal Article	The lancet. HIV	29174085
Journal Article	The lancet. HIV	29174084
Journal Article	The Lancet. Infectious diseases	29173891
Journal Article	The Lancet. Infectious diseases	29173890
Journal Article	The Lancet. Infectious diseases	29173887
Journal Article	The Lancet. Infectious diseases	29173886
Journal Article	The Lancet. Infectious diseases	29173885
Journal Article	The lancet. Diabetes &amp; endocrinology	29173503
Journal Article	The New England journal of medicine	29171822
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	29171821
c("Journal Article", "Review")	The New England journal of medicine	29171820
Journal Article	The New England journal of medicine	29171819
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	29171818
Journal Article	The New England journal of medicine	29171817
Journal Article	The New England journal of medicine	29171816
Journal Article	The New England journal of medicine	29171813
Journal Article	The New England journal of medicine	29171811
Journal Article	BMJ (Clinical research ed.)	29170359
Journal Article	BMJ (Clinical research ed.)	29170355
Journal Article	BMJ open	29170293
Journal Article	BMJ open	29170292
Journal Article	BMJ open	29170291
Journal Article	BMJ open	29170290
Journal Article	BMJ open	29170289
Journal Article	BMJ open	29170288
Journal Article	BMJ open	29170287
Journal Article	BMJ open	29170286
Journal Article	BMJ open	29170285
Journal Article	BMJ open	29170284
Journal Article	BMJ open	29170283
c("Journal Article", "Review")	BMJ (Clinical research ed.)	29170264
Journal Article	BMJ (Clinical research ed.)	29170263
Journal Article	BMJ (Clinical research ed.)	29170242
Journal Article	BMJ (Clinical research ed.)	29170154
c("Journal Article", "Review")	The Lancet. Infectious diseases	29170089
Journal Article	The lancet. HIV	29170030
Journal Article	The lancet. HIV	29170029
Journal Article	The Lancet. Oncology	29169877
Journal Article	The Lancet. Oncology	29169876
Journal Article	The Lancet. Respiratory medicine	29169772
Journal Article	Lancet (London, England)	29169668
Journal Article	Lancet (London, England)	29169667
Journal Article	The Lancet. Planetary health	29167839
Journal Article	BMJ open	29167106
c("Journal Article", "Meta-Analysis", "Review")	BMJ (Clinical research ed.)	29167102
Journal Article	BMJ (Clinical research ed.)	29167098
Journal Article	BMJ (Clinical research ed.)	29167096
Journal Article	BMJ (Clinical research ed.)	29167093
Journal Article	The New England journal of medicine	29166239
Journal Article	The New England journal of medicine	29166238
Journal Article	The New England journal of medicine	29166237
c("Journal Article", "Review")	The New England journal of medicine	29166236
c("Journal Article", "Review")	The New England journal of medicine	29166235
Journal Article	The New England journal of medicine	29166230
Journal Article	The New England journal of medicine	29166229
Journal Article	Lancet (London, England)	29165270
Journal Article	Lancet (London, England)	29165262
Journal Article	Lancet (London, England)	29165261
Journal Article	Lancet (London, England)	29165260
Journal Article	The Lancet. Neurology	29165256
Journal Article	JAMA	29164262
Journal Article	JAMA	29164261
Journal Article	JAMA	29164260
Journal Article	JAMA	29164258
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	JAMA	29164255
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	JAMA	29164254
Journal Article	JAMA	29164253
Journal Article	JAMA	29164246
Journal Article	JAMA	29164244
c("Journal Article", "Review")	JAMA	29164242
Journal Article	JAMA	29164240
